marriage_id,marriage_number,age_at_marriage,age_gap_years,education_level,household_income_usd,financial_stress,both_employed,cohabited_before,premarital_counseling,child_before_marriage,n_children,religious_attendance,criticism,contempt,defensiveness,stonewalling,repair_attempt_success,positive_negative_ratio,conflict_frequency_weekly,shared_activities_weekly,years_married,years_to_divorce,divorced
MAR007689,2,31,0,bachelors,60800.0,7.5,1,1,0,0,0,rarely,2.7,4.1,3.6,2.7,6.5,1.91,2.0,4.0,7.9,7.9,1
MAR007690,1,22,8,bachelors,140900.0,5.8,0,1,0,0,0,never,3.0,6.5,5.6,7.5,2.9,2.0,4.0,0.0,4.5,4.5,1
MAR007691,2,26,2,bachelors,79100.0,6.8,0,0,0,0,3,weekly,5.8,3.6,4.8,5.7,1.6,1.79,4.0,1.0,4.7,4.7,1
MAR007692,1,16,5,bachelors,207100.0,3.6,0,1,0,0,1,monthly,3.2,6.1,2.5,2.2,2.2,1.91,2.0,3.0,9.8,,0
MAR007693,1,29,2,high_school,95900.0,6.1,1,1,1,0,0,never,4.3,5.4,7.2,4.1,6.3,2.87,5.0,2.0,6.9,6.9,1
MAR007694,1,31,2,bachelors,123400.0,7.2,1,1,0,0,1,rarely,6.9,5.6,4.0,8.3,4.7,1.07,3.0,3.0,3.3,3.3,1
MAR007695,1,24,4,less_than_hs,33100.0,5.1,1,1,0,0,2,never,1.7,0.0,4.8,2.9,7.8,8.34,2.0,4.0,1.2,,0
MAR007696,1,22,3,less_than_hs,31100.0,5.3,1,1,0,0,6,rarely,4.1,0.1,1.5,5.7,7.6,12.27,1.0,9.0,7.3,,0
MAR007697,1,28,2,some_college,367700.0,2.2,1,1,0,1,1,monthly,7.4,3.7,6.1,8.9,5.4,3.55,2.0,3.0,8.6,8.6,1
MAR007698,2,40,2,high_school,67200.0,6.9,1,1,0,0,1,monthly,5.3,6.0,1.5,4.1,0.0,17.29,2.0,2.0,16.5,,0
MAR007699,1,28,3,some_college,74500.0,3.7,1,0,0,0,2,weekly,6.0,4.0,7.3,1.9,4.6,1.48,6.0,2.0,19.6,19.6,1
MAR007700,1,28,1,high_school,50500.0,6.8,1,0,0,0,2,monthly,5.1,2.1,7.0,2.6,2.6,2.18,3.0,1.0,5.8,5.8,1
MAR007701,2,31,1,bachelors,118100.0,3.9,1,0,1,1,2,never,3.6,2.8,4.3,1.3,3.5,3.45,0.0,2.0,9.4,9.4,1
MAR007702,1,33,0,bachelors,128300.0,0.2,0,0,0,1,2,rarely,4.2,3.3,5.1,6.5,3.4,1.31,2.0,3.0,17.8,17.8,1
MAR007703,1,24,3,high_school,68200.0,7.4,1,1,1,0,2,never,3.8,4.8,8.6,6.2,4.0,0.77,5.0,3.0,9.4,9.4,1
MAR007704,2,32,1,high_school,117800.0,7.2,0,1,1,0,1,weekly,6.7,4.0,5.2,2.5,0.0,1.6,5.0,2.0,7.4,7.4,1
MAR007705,1,28,5,bachelors,189100.0,4.1,1,1,0,0,1,monthly,2.7,1.9,9.1,3.9,7.7,6.96,2.0,2.0,1.7,,0
MAR007706,1,29,1,bachelors,278000.0,4.9,1,0,0,0,1,monthly,5.1,1.7,5.8,3.0,9.8,2.02,2.0,2.0,11.6,,0
MAR007707,1,24,5,high_school,45500.0,3.6,1,1,0,0,1,weekly,2.5,4.8,2.0,2.7,8.0,7.85,2.0,3.0,12.1,,0
MAR007708,1,26,0,high_school,44500.0,6.1,1,1,0,1,0,weekly,8.6,3.8,5.7,1.6,5.9,4.56,4.0,6.0,0.8,0.8,1
MAR007709,2,31,3,less_than_hs,22800.0,7.3,1,1,0,0,3,never,5.6,6.3,5.1,6.7,3.6,2.03,4.0,0.0,12.1,12.1,1
MAR007710,3,40,0,high_school,99200.0,3.7,1,1,0,1,1,never,5.5,2.0,6.0,7.7,7.7,1.79,4.0,4.0,7.3,7.3,1
MAR007711,3,22,3,some_college,129000.0,5.4,0,1,0,0,0,weekly,2.6,0.9,3.0,3.2,8.4,4.8,2.0,4.0,3.5,3.5,1
MAR007712,1,29,7,bachelors,122300.0,7.5,0,1,0,0,0,monthly,2.5,0.8,5.4,3.1,3.6,4.1,2.0,1.0,16.0,,0
MAR007713,1,20,4,graduate,142100.0,6.1,1,0,0,0,0,never,7.5,3.7,1.3,1.7,6.9,1.02,1.0,5.0,7.0,7.0,1
MAR007714,3,40,0,some_college,111100.0,2.4,1,1,0,0,3,never,5.9,2.6,3.5,6.2,3.4,2.77,2.0,3.0,4.8,4.8,1
MAR007715,2,38,5,graduate,94700.0,2.2,1,1,0,1,0,monthly,3.4,1.0,2.0,4.6,2.6,16.24,0.0,4.0,7.8,,0
MAR007716,1,38,4,bachelors,104100.0,1.7,1,0,1,0,1,rarely,4.7,1.1,2.1,0.0,8.1,10.77,2.0,3.0,4.7,,0
MAR007717,1,18,4,some_college,95900.0,8.7,1,0,1,0,0,monthly,1.4,0.0,1.2,2.0,8.0,7.68,2.0,1.0,10.4,,0
MAR007718,1,27,3,some_college,82600.0,5.5,1,1,0,0,0,rarely,3.3,2.3,5.5,2.5,5.9,6.23,2.0,6.0,18.9,,0
MAR007719,1,30,5,some_college,102000.0,2.9,0,1,0,0,0,rarely,5.6,3.8,5.1,5.8,4.4,1.68,1.0,4.0,11.1,11.1,1
MAR007720,2,33,0,bachelors,79300.0,5.2,0,1,1,0,1,rarely,3.5,2.8,2.2,0.0,6.4,13.0,3.0,10.0,9.3,,0
MAR007721,1,30,4,high_school,38600.0,6.5,1,1,0,0,1,rarely,6.7,2.6,4.4,3.5,4.3,1.11,5.0,6.0,7.3,7.3,1
MAR007722,1,22,3,some_college,111000.0,5.9,1,1,1,0,3,never,9.0,3.0,3.6,3.6,2.8,0.33,4.0,0.0,10.8,10.8,1
MAR007723,1,34,3,some_college,78100.0,4.8,1,1,0,0,2,never,6.4,6.0,6.8,3.3,2.0,6.81,1.0,3.0,10.7,,0
MAR007724,1,21,7,bachelors,220300.0,0.4,1,1,0,0,2,never,8.5,2.0,7.0,3.6,5.5,14.28,4.0,0.0,13.8,,0
MAR007725,1,29,2,high_school,90100.0,6.1,1,0,1,0,0,weekly,3.8,4.5,2.7,4.4,10.0,8.41,3.0,1.0,7.8,,0
MAR007726,1,27,3,some_college,268500.0,4.2,1,0,0,0,0,monthly,0.8,1.3,2.7,0.0,8.7,7.03,2.0,5.0,27.3,,0
MAR007727,1,32,2,some_college,73400.0,6.9,0,1,0,0,1,monthly,5.5,5.4,8.0,3.8,4.3,3.48,4.0,3.0,3.2,3.2,1
MAR007728,1,32,0,less_than_hs,115500.0,3.9,0,1,1,0,1,rarely,0.0,1.4,4.4,1.1,7.0,2.82,3.0,9.0,3.1,,0
MAR007729,1,32,1,less_than_hs,104600.0,7.1,1,1,0,1,3,never,2.3,3.6,0.7,6.3,9.7,2.23,2.0,2.0,9.8,,0
MAR007730,1,35,7,high_school,82300.0,2.3,0,1,0,0,3,rarely,4.5,5.0,5.6,4.4,1.4,8.22,1.0,1.0,32.3,,0
MAR007731,1,26,2,graduate,97700.0,2.9,0,1,0,1,2,rarely,4.6,4.4,3.8,4.2,9.6,3.78,1.0,2.0,19.5,,0
MAR007732,1,25,1,graduate,204000.0,2.9,0,0,0,0,0,never,3.2,2.6,7.6,3.4,2.6,9.26,4.0,1.0,2.3,2.3,1
MAR007733,1,34,3,high_school,24600.0,5.6,0,1,0,0,2,never,0.0,0.6,2.0,0.8,5.1,5.88,2.0,4.0,20.0,,0
MAR007734,1,34,6,high_school,70900.0,6.3,1,1,0,0,3,never,1.1,0.0,8.3,2.5,8.7,5.12,1.0,1.0,22.9,,0
MAR007735,2,48,2,bachelors,112900.0,5.5,1,0,1,0,3,weekly,2.6,1.5,3.4,5.5,8.3,5.58,1.0,1.0,13.9,,0
MAR007736,1,27,6,high_school,159000.0,5.3,1,0,1,0,4,rarely,5.7,2.3,6.6,2.1,5.2,5.27,2.0,1.0,9.8,9.8,1
MAR007737,1,33,1,high_school,152600.0,5.0,0,1,1,0,1,weekly,2.0,0.6,4.9,3.1,9.6,11.43,0.0,2.0,10.1,,0
MAR007738,1,31,3,graduate,71700.0,7.6,1,1,1,0,1,monthly,3.9,1.3,1.7,1.4,4.1,2.97,5.0,6.0,16.2,,0
MAR007739,1,28,5,bachelors,102900.0,5.6,1,1,0,0,0,never,5.1,7.7,3.3,8.2,3.6,1.29,3.0,3.0,14.4,14.4,1
MAR007740,1,21,1,high_school,113600.0,2.2,0,1,1,0,2,never,4.6,0.7,5.9,1.2,3.8,2.5,2.0,2.0,18.1,,0
MAR007741,2,27,2,some_college,136500.0,4.2,1,1,1,0,2,weekly,1.9,2.1,3.9,3.4,4.7,7.41,1.0,5.0,10.4,,0
MAR007742,1,29,3,bachelors,91100.0,9.1,1,1,0,1,1,rarely,0.0,8.3,3.3,2.6,6.8,10.84,4.0,5.0,3.9,3.9,1
MAR007743,2,36,6,some_college,53600.0,4.1,0,1,0,0,3,monthly,5.2,0.0,3.3,3.2,6.8,1.77,4.0,2.0,4.7,,0
MAR007744,1,31,3,high_school,198500.0,1.5,0,0,0,0,2,weekly,6.9,1.1,2.7,2.0,5.2,5.19,1.0,4.0,2.5,,0
MAR007745,1,25,1,high_school,60700.0,4.5,1,1,0,1,2,never,2.3,2.5,6.1,2.3,3.8,3.81,1.0,5.0,4.4,4.4,1
MAR007746,1,29,1,bachelors,201500.0,3.6,1,0,1,0,1,never,5.5,2.4,3.3,4.0,9.1,4.15,1.0,2.0,11.4,,0
MAR007747,1,22,3,high_school,83700.0,8.4,0,1,0,0,1,never,1.7,5.0,7.6,3.4,6.1,3.96,2.0,5.0,3.6,,0
MAR007748,1,33,1,some_college,92200.0,5.7,0,1,0,0,0,never,4.6,2.1,0.6,2.5,5.3,2.63,3.0,6.0,5.6,,0
MAR007749,1,27,1,some_college,77700.0,2.6,1,1,0,0,2,rarely,3.9,0.1,0.9,4.8,9.1,6.13,1.0,4.0,7.5,,0
MAR007750,2,26,4,graduate,158100.0,3.2,1,1,0,0,3,never,5.6,4.7,5.3,0.3,9.6,3.63,3.0,2.0,9.8,9.8,1
MAR007751,1,28,2,bachelors,243000.0,3.0,1,1,0,1,1,monthly,3.9,5.9,4.9,3.0,6.2,5.01,1.0,4.0,10.5,,0
MAR007752,1,25,6,some_college,172300.0,5.2,1,1,1,0,0,never,4.1,3.8,2.0,5.4,10.0,1.18,3.0,2.0,17.3,,0
MAR007753,1,31,1,less_than_hs,52600.0,3.4,0,0,0,0,0,never,1.2,2.6,5.1,5.5,8.4,5.6,0.0,5.0,3.0,,0
MAR007754,1,26,1,high_school,35700.0,6.4,0,0,0,0,0,never,3.2,3.0,0.0,3.4,6.5,14.65,1.0,4.0,7.0,,0
MAR007755,1,25,4,bachelors,57000.0,9.3,1,1,0,0,1,monthly,5.5,5.7,8.2,5.5,5.2,2.97,3.0,2.0,13.4,,0
MAR007756,1,33,2,bachelors,71600.0,4.6,1,0,0,1,2,never,0.2,0.0,3.5,5.5,4.6,3.3,4.0,5.0,2.4,,0
MAR007757,1,22,6,some_college,98500.0,6.3,0,0,1,0,2,never,4.6,2.5,5.4,4.8,3.7,2.06,3.0,1.0,12.2,12.2,1
MAR007758,2,43,5,high_school,116600.0,7.1,1,1,1,1,1,rarely,7.6,0.0,5.0,4.2,6.6,2.47,10.0,4.0,10.7,10.7,1
MAR007759,1,27,3,high_school,76900.0,6.1,1,1,0,0,2,never,3.0,3.5,6.3,4.3,5.6,4.6,1.0,3.0,6.3,,0
MAR007760,2,46,1,graduate,143700.0,6.6,1,0,0,0,2,monthly,4.2,2.9,4.3,0.0,7.3,9.71,1.0,3.0,22.3,,0
MAR007761,1,29,5,graduate,302000.0,4.9,0,0,1,0,3,never,6.0,1.9,8.0,5.1,6.8,4.87,0.0,1.0,19.2,,0
MAR007762,1,16,2,bachelors,99800.0,7.9,1,1,0,0,1,weekly,3.9,7.7,6.3,4.7,5.8,1.18,2.0,0.0,14.8,14.8,1
MAR007763,1,31,3,high_school,42600.0,8.7,0,1,0,0,3,rarely,0.8,2.2,4.2,0.0,9.9,4.54,0.0,0.0,16.5,,0
MAR007764,2,29,5,less_than_hs,22200.0,8.3,0,1,0,0,3,rarely,6.6,4.3,9.6,6.5,1.4,2.87,5.0,1.0,2.8,2.8,1
MAR007765,1,26,4,high_school,135900.0,4.3,1,1,1,0,0,weekly,4.3,5.9,7.2,3.6,6.2,3.84,0.0,2.0,14.4,14.4,1
MAR007766,2,49,5,some_college,146900.0,3.3,1,1,1,0,2,weekly,0.4,3.6,4.4,1.0,5.2,3.25,2.0,8.0,10.4,,0
MAR007767,1,23,5,some_college,78800.0,5.4,1,0,1,0,0,never,6.5,4.4,2.3,6.0,6.3,0.72,2.0,3.0,3.9,3.9,1
MAR007768,1,24,4,bachelors,75500.0,0.4,1,1,1,0,0,monthly,5.3,3.0,3.2,3.2,8.4,2.98,5.0,7.0,20.0,,0
MAR007769,2,32,5,high_school,191000.0,1.8,0,0,0,0,2,weekly,3.0,6.3,7.9,3.6,4.7,3.83,1.0,1.0,6.2,6.2,1
MAR007770,2,26,2,high_school,20600.0,4.6,1,1,0,1,1,rarely,7.1,0.0,8.5,6.3,6.4,2.81,4.0,2.0,3.3,3.3,1
MAR007771,1,29,2,bachelors,245100.0,3.3,1,1,0,0,0,rarely,3.1,5.1,2.1,3.4,5.0,7.07,2.0,1.0,8.8,,0
MAR007772,1,25,2,some_college,284400.0,3.0,1,1,0,0,0,monthly,5.4,2.8,4.9,3.0,1.4,3.36,3.0,2.0,5.7,5.7,1
MAR007773,1,33,3,bachelors,143300.0,3.7,1,1,0,0,2,rarely,3.2,4.0,6.4,2.1,2.5,1.78,1.0,8.0,3.5,,0
MAR007774,1,30,3,some_college,221000.0,4.5,1,0,0,0,2,monthly,4.1,4.7,1.3,4.9,2.7,2.1,2.0,2.0,6.8,6.8,1
MAR007775,1,34,0,some_college,80000.0,5.6,1,1,0,0,4,weekly,4.8,2.1,3.5,1.6,4.4,2.8,1.0,5.0,7.6,,0
MAR007776,1,32,6,high_school,21900.0,6.0,1,0,0,0,2,never,7.4,8.3,7.5,4.5,7.2,0.72,3.0,1.0,5.9,5.9,1
MAR007777,1,30,0,high_school,84100.0,8.1,1,1,0,0,1,monthly,6.4,3.6,7.3,7.7,3.7,1.98,3.0,3.0,14.3,14.3,1
MAR007778,1,38,2,some_college,353800.0,5.4,1,0,0,0,3,monthly,6.8,2.3,2.4,5.0,3.2,3.31,5.0,1.0,9.8,,0
MAR007779,1,21,3,graduate,180900.0,2.7,1,0,0,0,2,weekly,1.1,4.7,3.5,2.7,7.2,2.68,3.0,7.0,6.0,,0
MAR007780,1,31,3,bachelors,151300.0,4.7,1,1,0,1,1,rarely,6.8,3.4,6.2,3.7,0.8,1.98,4.0,3.0,5.7,5.7,1
MAR007781,2,51,3,high_school,56400.0,3.9,1,1,0,0,0,rarely,7.3,3.1,6.3,2.1,7.5,1.25,3.0,1.0,9.9,9.9,1
MAR007782,1,21,2,less_than_hs,48300.0,10.0,0,0,0,0,2,never,5.4,2.4,3.7,0.2,5.9,3.2,5.0,5.0,8.0,,0
MAR007783,1,28,7,high_school,42500.0,5.6,0,0,0,0,3,rarely,0.9,2.8,0.0,3.7,9.5,4.43,4.0,3.0,9.1,,0
MAR007784,2,39,9,bachelors,313800.0,0.0,0,0,0,0,1,weekly,2.2,0.0,3.5,3.0,9.5,7.99,1.0,4.0,16.8,,0
MAR007785,1,34,0,high_school,46000.0,8.2,0,1,0,0,2,monthly,8.6,0.0,3.7,5.6,3.3,3.55,3.0,5.0,9.5,9.5,1
MAR007786,1,30,4,graduate,585800.0,2.4,0,1,0,0,1,never,2.0,4.6,4.1,3.0,7.8,1.85,1.0,6.0,13.2,,0
MAR007787,2,33,4,less_than_hs,124000.0,5.5,1,0,0,0,0,never,5.6,4.9,6.5,4.8,6.8,1.93,2.0,3.0,5.1,5.1,1
MAR007788,2,33,2,bachelors,237800.0,3.7,1,0,0,0,0,weekly,5.5,2.0,5.8,4.3,5.7,3.42,7.0,0.0,7.7,7.7,1
MAR007789,2,23,4,bachelors,139300.0,2.8,0,1,0,0,1,never,10.0,10.0,7.3,8.1,0.0,0.77,1.0,0.0,1.7,1.7,1
MAR007790,1,16,2,high_school,190200.0,6.4,1,1,0,0,1,rarely,7.2,4.3,6.9,4.5,6.2,2.18,1.0,3.0,15.9,15.9,1
MAR007791,1,29,6,bachelors,65500.0,6.2,1,1,0,0,1,monthly,1.5,6.2,6.2,1.4,10.0,1.09,4.0,2.0,3.6,,0
MAR007792,2,34,2,bachelors,112600.0,4.6,0,1,0,0,2,rarely,1.4,2.6,6.0,8.4,7.5,3.51,3.0,1.0,3.8,,0
MAR007793,1,30,1,bachelors,112100.0,5.8,1,1,1,0,1,monthly,2.9,3.9,6.0,3.4,9.0,1.68,1.0,8.0,8.7,,0
MAR007794,1,24,5,bachelors,98700.0,10.0,1,1,0,1,1,rarely,3.8,2.4,2.9,7.9,6.9,2.55,3.0,3.0,25.1,,0
MAR007795,1,38,5,some_college,87700.0,6.7,0,0,0,1,0,rarely,1.0,4.1,5.7,4.8,5.3,3.64,3.0,5.0,10.0,,0
MAR007796,1,27,2,high_school,36600.0,7.9,1,1,1,0,2,monthly,6.8,2.6,6.0,4.7,2.6,2.8,5.0,4.0,10.2,,0
MAR007797,1,18,2,some_college,183800.0,4.1,1,0,1,0,2,monthly,1.5,4.2,4.8,3.2,9.4,2.98,0.0,2.0,12.7,12.7,1
MAR007798,1,36,3,bachelors,171400.0,5.2,1,1,0,0,1,rarely,2.6,0.2,4.7,2.5,6.1,8.41,1.0,2.0,4.8,4.8,1
MAR007799,2,40,0,some_college,75300.0,10.0,1,1,0,0,2,rarely,7.3,0.7,3.7,4.7,7.6,1.21,2.0,3.0,7.6,7.6,1
MAR007800,1,20,3,less_than_hs,163400.0,0.2,1,0,0,0,0,weekly,2.9,6.2,5.7,3.6,5.8,1.5,5.0,2.0,6.4,6.4,1
MAR007801,1,32,1,some_college,80400.0,4.6,1,0,0,0,2,never,1.9,5.2,1.6,3.0,9.3,3.66,2.0,4.0,3.5,,0
MAR007802,1,33,3,bachelors,159400.0,4.1,1,1,0,0,1,monthly,5.3,1.5,3.4,3.8,4.4,4.19,2.0,3.0,10.6,,0
MAR007803,1,28,2,some_college,241600.0,7.2,0,0,1,1,4,never,5.4,4.6,5.9,3.7,2.7,5.36,1.0,5.0,13.2,13.2,1
MAR007804,1,36,0,some_college,143800.0,5.2,0,1,0,0,1,never,7.4,3.6,6.0,5.0,0.0,5.38,2.0,3.0,16.7,,0
MAR007805,1,29,1,bachelors,114200.0,1.6,0,1,0,0,0,never,2.0,0.8,1.1,4.7,8.2,1.49,2.0,3.0,8.5,,0
MAR007806,1,23,5,some_college,86500.0,3.9,1,0,1,1,2,never,4.6,0.0,3.1,1.7,6.7,7.48,5.0,2.0,5.0,,0
MAR007807,2,37,5,bachelors,132700.0,7.5,1,0,0,0,3,monthly,6.1,0.3,3.4,1.7,5.8,13.55,0.0,5.0,9.7,,0
MAR007808,1,26,1,high_school,125900.0,3.8,1,0,0,0,0,rarely,5.5,1.1,0.0,3.4,7.2,3.42,2.0,3.0,17.5,,0
MAR007809,2,28,0,graduate,163100.0,2.1,1,1,0,0,5,monthly,0.0,0.0,6.8,5.8,4.4,2.78,0.0,8.0,9.5,,0
MAR007810,1,28,1,high_school,28200.0,6.3,0,1,0,1,2,rarely,7.2,4.6,2.7,0.7,8.5,2.17,0.0,2.0,8.4,8.4,1
MAR007811,1,29,2,high_school,166600.0,3.3,0,0,0,0,0,rarely,2.2,3.1,3.5,2.9,6.0,2.32,2.0,5.0,10.7,,0
MAR007812,1,28,5,bachelors,58000.0,6.5,0,1,0,0,0,never,4.6,5.1,0.9,3.6,2.7,2.92,3.0,4.0,2.8,,0
MAR007813,2,34,1,graduate,54900.0,5.1,1,0,0,0,1,never,8.6,7.2,10.0,4.6,1.9,2.09,1.0,4.0,13.7,13.7,1
MAR007814,1,24,4,high_school,57900.0,5.8,1,0,1,0,1,never,0.9,0.0,1.7,4.7,10.0,6.08,1.0,5.0,12.0,,0
MAR007815,1,34,4,some_college,135600.0,5.2,0,0,0,0,0,monthly,0.0,0.9,1.6,2.0,4.5,2.87,1.0,6.0,13.5,,0
MAR007816,1,29,5,less_than_hs,36900.0,6.3,1,1,0,1,1,weekly,5.7,10.0,7.2,3.2,1.8,1.49,1.0,4.0,2.5,2.5,1
MAR007817,2,44,2,some_college,44700.0,2.0,1,1,0,0,1,rarely,0.0,1.6,4.5,2.6,6.4,9.54,3.0,3.0,10.2,,0
MAR007818,1,24,2,some_college,72200.0,3.0,1,1,0,0,1,never,3.6,1.9,3.8,6.7,3.4,2.48,4.0,4.0,4.5,,0
MAR007819,1,33,6,bachelors,241000.0,7.4,0,1,0,0,4,rarely,3.9,6.9,7.9,2.4,4.1,4.03,3.0,4.0,7.9,7.9,1
MAR007820,1,30,2,high_school,147800.0,1.8,1,1,0,0,2,never,0.7,0.5,0.8,1.9,5.2,5.62,4.0,2.0,9.9,9.9,1
MAR007821,3,39,2,high_school,67900.0,3.1,1,1,0,0,1,weekly,1.6,2.9,5.9,4.2,9.2,0.88,4.0,1.0,5.1,,0
MAR007822,2,34,5,high_school,50200.0,7.7,1,1,0,1,1,never,3.4,6.1,6.0,3.6,3.9,1.84,2.0,4.0,4.6,4.6,1
MAR007823,1,21,3,high_school,37800.0,6.5,0,1,0,0,1,monthly,4.2,6.3,10.0,3.8,5.5,1.64,3.0,2.0,3.5,3.5,1
MAR007824,1,30,8,less_than_hs,37600.0,4.3,1,1,1,0,2,weekly,1.9,2.6,6.3,2.4,5.1,3.37,3.0,3.0,2.1,2.1,1
MAR007825,1,31,7,bachelors,193200.0,5.2,1,0,1,0,0,never,5.8,2.0,5.2,8.2,5.3,2.54,1.0,4.0,13.7,,0
MAR007826,1,28,3,some_college,105100.0,3.4,0,1,0,0,2,weekly,6.0,4.1,6.8,3.7,4.3,1.31,2.0,2.0,53.9,,0
MAR007827,1,28,3,high_school,118500.0,5.4,1,0,1,0,2,rarely,7.1,7.6,6.5,5.0,6.8,2.5,1.0,2.0,5.7,5.7,1
MAR007828,1,20,1,less_than_hs,137000.0,9.4,1,0,1,0,1,rarely,5.3,2.1,7.5,3.7,4.3,3.49,2.0,6.0,11.0,11.0,1
MAR007829,1,36,1,some_college,50600.0,5.8,0,1,1,0,2,never,0.0,4.3,3.9,0.7,7.1,6.15,3.0,3.0,44.7,,0
MAR007830,2,37,4,some_college,100800.0,2.6,1,1,1,0,0,rarely,1.9,0.0,1.7,5.7,10.0,5.3,0.0,7.0,13.0,,0
MAR007831,1,37,4,some_college,117900.0,3.8,1,1,0,0,2,rarely,4.2,2.2,5.5,9.2,6.2,3.86,5.0,2.0,19.3,,0
MAR007832,2,58,1,less_than_hs,25800.0,6.0,1,1,0,0,2,rarely,4.1,3.4,3.7,3.1,6.5,10.35,1.0,0.0,5.1,5.1,1
MAR007833,1,22,0,high_school,147100.0,3.5,1,0,1,1,1,rarely,9.0,4.5,6.5,7.0,3.8,1.71,3.0,1.0,14.5,14.5,1
MAR007834,3,40,5,graduate,600000.0,0.0,1,1,0,0,1,rarely,6.9,1.2,4.8,4.4,4.4,3.57,4.0,5.0,27.0,,0
MAR007835,1,23,2,bachelors,385300.0,7.7,1,1,0,0,1,never,2.0,4.7,5.5,2.9,6.4,2.46,3.0,3.0,3.9,3.9,1
MAR007836,2,38,5,high_school,122100.0,6.5,0,0,0,0,0,never,3.1,5.9,4.7,4.5,3.2,2.53,6.0,1.0,5.6,5.6,1
MAR007837,1,29,2,high_school,62400.0,1.7,1,1,0,0,1,never,5.6,5.9,4.6,4.2,7.8,4.27,6.0,5.0,3.0,3.0,1
MAR007838,1,19,0,bachelors,103900.0,9.0,0,1,0,0,1,monthly,4.3,5.4,2.6,6.6,9.2,7.86,7.0,1.0,13.7,,0
MAR007839,1,22,1,bachelors,147200.0,6.1,1,1,0,0,2,never,4.4,1.3,8.1,9.7,6.1,2.61,1.0,3.0,2.9,2.9,1
MAR007840,3,39,9,graduate,360800.0,2.7,1,1,0,0,1,weekly,8.1,5.2,7.8,3.4,4.2,2.12,0.0,2.0,4.6,4.6,1
MAR007841,1,28,7,high_school,25100.0,7.3,1,1,0,0,2,never,7.1,2.9,7.6,4.9,5.8,0.55,4.0,1.0,11.6,11.6,1
MAR007842,1,30,3,some_college,39000.0,5.2,1,1,1,0,1,never,2.8,0.0,3.2,0.8,9.8,6.53,0.0,2.0,6.6,,0
MAR007843,1,19,1,high_school,96000.0,1.7,0,0,0,0,0,weekly,2.2,0.2,5.7,0.0,10.0,2.76,2.0,4.0,4.0,,0
MAR007844,1,32,5,high_school,78700.0,5.1,1,1,0,0,0,never,2.6,0.5,1.4,0.5,7.1,6.18,3.0,4.0,2.2,,0
MAR007845,1,31,2,some_college,36400.0,7.0,0,0,0,0,5,rarely,3.7,8.3,3.2,5.1,8.5,1.44,3.0,4.0,5.0,,0
MAR007846,1,16,2,high_school,37800.0,8.4,1,0,0,0,1,rarely,1.9,4.1,3.6,5.4,8.1,1.34,2.0,2.0,12.8,12.8,1
MAR007847,2,49,1,high_school,139600.0,1.7,0,0,1,0,2,rarely,7.2,4.4,7.3,7.6,5.4,1.79,5.0,1.0,4.5,4.5,1
MAR007848,2,27,2,high_school,39900.0,5.9,1,1,0,0,3,never,0.1,4.1,2.7,5.3,6.7,5.95,3.0,4.0,12.6,,0
MAR007849,1,16,2,high_school,80100.0,4.4,1,0,0,0,2,never,1.5,0.5,3.7,4.0,7.0,4.92,0.0,3.0,7.2,7.2,1
MAR007850,2,28,4,some_college,116600.0,4.0,1,0,0,0,1,rarely,6.0,5.5,5.1,6.2,2.5,1.77,5.0,3.0,1.3,1.3,1
MAR007851,1,26,1,high_school,53800.0,5.4,1,0,1,0,3,never,3.4,0.0,6.3,2.7,7.1,1.01,0.0,4.0,12.9,,0
MAR007852,3,27,4,graduate,123500.0,9.6,0,1,1,0,3,never,3.6,3.4,3.6,0.0,4.1,5.91,2.0,1.0,4.0,4.0,1
MAR007853,1,22,0,less_than_hs,47400.0,4.4,0,1,0,0,1,never,6.3,0.0,4.2,4.3,5.2,3.66,3.0,2.0,18.4,,0
MAR007854,2,45,3,high_school,47700.0,6.4,0,1,0,0,1,never,3.5,6.9,7.6,4.2,9.0,3.9,2.0,2.0,12.4,12.4,1
MAR007855,1,32,2,some_college,94200.0,6.9,1,0,0,0,2,rarely,3.6,4.4,3.4,2.7,1.6,4.12,4.0,4.0,3.2,3.2,1
MAR007856,1,29,2,high_school,60000.0,6.1,0,0,1,1,2,never,5.2,8.3,9.1,5.4,2.9,1.53,7.0,0.0,5.7,5.7,1
MAR007857,1,24,2,graduate,204100.0,2.9,1,0,0,1,0,rarely,8.3,6.1,10.0,4.2,7.5,4.18,4.0,4.0,17.9,17.9,1
MAR007858,2,49,1,less_than_hs,41000.0,9.1,1,0,1,1,0,monthly,4.7,0.5,4.2,5.6,3.3,5.04,0.0,2.0,4.7,4.7,1
MAR007859,1,22,6,high_school,81200.0,7.1,1,0,1,0,1,monthly,3.5,1.4,3.6,8.9,5.1,3.6,1.0,5.0,20.2,,0
MAR007860,1,30,1,some_college,147900.0,4.1,1,0,0,0,2,weekly,2.8,4.5,5.4,4.1,1.8,3.92,5.0,1.0,12.5,12.5,1
MAR007861,1,27,4,high_school,117200.0,7.0,1,1,1,0,0,never,5.9,6.7,7.1,3.3,3.6,2.74,1.0,2.0,4.3,4.3,1
MAR007862,1,20,4,some_college,86700.0,3.5,1,1,1,0,3,monthly,0.0,2.1,0.9,0.6,7.8,8.43,1.0,3.0,3.9,,0
